gorev,kategori,model,dil,tekrar,gecti_sayisi,pass_at_1,pass_at_k,pass_at_k_gecerli,gecen_min,gecen_max,toplam,kararli,hata_tipleri,ort_completion_tok
trc_016,ozyineleme,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,0,6,6,False,runtime_import,170
trc_017,ozyineleme,qwen2.5:0.5b,tr,3,1,0.3333,1.0,True,0,6,6,False,timeout,188
trc_017,ozyineleme,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,0,6,6,False,timeout,92
trc_018,sayma,qwen2.5:0.5b,tr,3,1,0.3333,1.0,True,0,6,6,False,runtime_import,128
trc_018,sayma,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,0,6,6,False,,82
trc_019,sayma,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,0,6,True,eksik_fonksiyon,196
trc_019,sayma,qwen2.5:0.5b,en,3,0,0.0,0.0,True,0,4,6,False,,157
trc_020,sayma,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,2,3,6,False,,151
trc_020,sayma,qwen2.5:0.5b,en,3,1,0.3333,1.0,True,2,6,6,False,,141
trc_021,diziler,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,1,6,False,,443
trc_021,diziler,qwen2.5:0.5b,en,3,0,0.0,0.0,True,0,2,6,False,,92
trc_022,diziler,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,2,6,False,eksik_fonksiyon;runtime_import,132
trc_022,diziler,qwen2.5:0.5b,en,3,1,0.3333,1.0,True,0,6,6,False,eksik_fonksiyon,188
trc_023,ozyineleme,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,2,6,False,runtime_import,217
trc_023,ozyineleme,qwen2.5:0.5b,en,3,0,0.0,0.0,True,1,1,6,True,,94
trc_024,mantik,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,2,3,6,False,,151
trc_024,mantik,qwen2.5:0.5b,en,3,1,0.3333,1.0,True,3,6,6,False,,96
trc_025,string,qwen2.5:0.5b,tr,3,2,0.6667,1.0,True,4,6,6,False,,188
trc_025,string,qwen2.5:0.5b,en,3,3,1.0,1.0,True,6,6,6,True,,89
trc_026,string,qwen2.5:0.5b,tr,3,2,0.6667,1.0,True,3,6,6,False,,82
trc_026,string,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,0,6,6,False,,88
trc_027,string,qwen2.5:0.5b,tr,3,2,0.6667,1.0,True,3,6,6,False,,496
trc_027,string,qwen2.5:0.5b,en,3,1,0.3333,1.0,True,0,6,6,False,,90
trc_028,diziler,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,1,1,6,True,,231
trc_028,diziler,qwen2.5:0.5b,en,3,0,0.0,0.0,True,0,2,6,False,eksik_fonksiyon,167
trc_029,string,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,0,6,True,eksik_fonksiyon;syntax,463
trc_029,string,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,0,6,6,False,eksik_fonksiyon,104
trc_030,mantik,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,5,6,False,syntax,436
trc_030,mantik,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,3,6,6,False,,95
trc_031,ozyineleme,qwen2.5:0.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,132
trc_031,ozyineleme,qwen2.5:0.5b,en,3,3,1.0,1.0,True,6,6,6,True,,111
trc_032,matematik,qwen2.5:0.5b,tr,3,2,0.6667,1.0,True,4,6,6,False,,252
trc_032,matematik,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,0,6,6,False,,98
trc_033,diziler,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,5,6,False,,201
trc_033,diziler,qwen2.5:0.5b,en,3,1,0.3333,1.0,True,2,6,6,False,,115
trc_034,string,qwen2.5:0.5b,tr,3,1,0.3333,1.0,True,0,6,6,False,eksik_fonksiyon,169
trc_034,string,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,3,6,6,False,,78
trc_035,matematik,qwen2.5:0.5b,tr,3,1,0.3333,1.0,True,0,6,6,False,eksik_fonksiyon,119
trc_035,matematik,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,0,6,6,False,eksik_fonksiyon,103
trc_036,diziler,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,0,6,True,eksik_fonksiyon;runtime_import,174
trc_036,diziler,qwen2.5:0.5b,en,3,3,1.0,1.0,True,6,6,6,True,,55
trc_037,string,qwen2.5:0.5b,tr,3,1,0.3333,1.0,True,0,6,6,False,runtime_import,232
trc_037,string,qwen2.5:0.5b,en,3,0,0.0,0.0,True,0,4,6,False,runtime_import,167
trc_038,matematik,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,0,6,True,eksik_fonksiyon;runtime_import,291
trc_038,matematik,qwen2.5:0.5b,en,3,3,1.0,1.0,True,6,6,6,True,,113
trc_039,mantik,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,1,5,6,False,,160
trc_039,mantik,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,2,6,6,False,,143
trc_040,mantik,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,0,6,True,eksik_fonksiyon;runtime_import,250
trc_040,mantik,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,5,6,6,False,,171
trc_041,mantik,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,5,6,False,syntax,168
trc_041,mantik,qwen2.5:0.5b,en,3,1,0.3333,1.0,True,3,6,6,False,,99
trc_042,ozyineleme,qwen2.5:0.5b,tr,3,1,0.3333,1.0,True,0,6,6,False,eksik_fonksiyon;harness_hatasi,146
trc_042,ozyineleme,qwen2.5:0.5b,en,3,0,0.0,0.0,True,0,3,6,False,eksik_fonksiyon;runtime_import,129
trc_043,ozyineleme,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,0,6,True,eksik_fonksiyon;harness_hatasi;runtime_import,116
trc_043,ozyineleme,qwen2.5:0.5b,en,3,0,0.0,0.0,True,0,2,6,False,runtime_import,241
trc_044,ozyineleme,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,2,6,False,runtime_import,181
trc_044,ozyineleme,qwen2.5:0.5b,en,3,0,0.0,0.0,True,0,2,6,False,,132
trc_045,sayma,qwen2.5:0.5b,tr,3,2,0.6667,1.0,True,0,6,6,False,runtime_import,123
trc_045,sayma,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,3,6,6,False,,101
trc_046,sayma,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,0,6,True,eksik_fonksiyon;runtime_import,213
trc_046,sayma,qwen2.5:0.5b,en,3,0,0.0,0.0,True,2,3,6,False,,235
trc_047,sayma,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,2,4,6,False,,173
trc_047,sayma,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,3,6,6,False,,148
trc_048,matematik,qwen2.5:0.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,124
trc_048,matematik,qwen2.5:0.5b,en,3,3,1.0,1.0,True,6,6,6,True,,85
trc_049,diziler,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,3,6,False,,143
trc_049,diziler,qwen2.5:0.5b,en,3,0,0.0,0.0,True,3,5,6,False,,82
trc_050,matematik,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,0,6,True,runtime_import,187
trc_050,matematik,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,0,6,6,False,eksik_fonksiyon,108
trc_051,diziler,qwen2.5:0.5b,tr,3,2,0.6667,1.0,True,1,6,6,False,,194
trc_051,diziler,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,2,6,6,False,,90
trc_052,string,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,1,5,6,False,,84
trc_052,string,qwen2.5:0.5b,en,3,0,0.0,0.0,True,2,2,6,True,,129
trc_053,matematik,qwen2.5:0.5b,tr,3,2,0.6667,1.0,True,5,6,6,False,,138
trc_053,matematik,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,2,6,6,False,,76
trc_054,mantik,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,4,6,False,runtime_import;syntax,206
trc_054,mantik,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,0,6,6,False,eksik_fonksiyon,134
trc_055,mantik,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,5,6,False,runtime_import,131
trc_055,mantik,qwen2.5:0.5b,en,3,1,0.3333,1.0,True,2,6,6,False,,106
trc_056,mantik,qwen2.5:0.5b,tr,3,2,0.6667,1.0,True,0,6,6,False,syntax,420
trc_056,mantik,qwen2.5:0.5b,en,3,3,1.0,1.0,True,6,6,6,True,,99
trc_057,ozyineleme,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,2,6,False,,124
trc_057,ozyineleme,qwen2.5:0.5b,en,3,0,0.0,0.0,True,0,2,6,False,runtime_import,93
trc_058,ozyineleme,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,1,6,False,runtime_import,214
trc_058,ozyineleme,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,2,6,6,False,,147
trc_059,ozyineleme,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,2,2,6,True,,314
trc_059,ozyineleme,qwen2.5:0.5b,en,3,0,0.0,0.0,True,0,2,6,False,,165
trc_060,sayma,qwen2.5:0.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,177
trc_060,sayma,qwen2.5:0.5b,en,3,1,0.3333,1.0,True,0,6,6,False,runtime_import,162
trc_061,sayma,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,1,6,False,runtime_import,195
trc_061,sayma,qwen2.5:0.5b,en,3,0,0.0,0.0,True,0,3,6,False,,204
trc_062,sayma,qwen2.5:0.5b,tr,3,0,0.0,0.0,True,0,3,6,False,runtime_import,250
trc_062,sayma,qwen2.5:0.5b,en,3,2,0.6667,1.0,True,4,6,6,False,,142
trc_001,diziler,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,2,3,6,False,,122
trc_001,diziler,qwen2.5:1.5b,en,3,1,0.3333,1.0,True,4,6,6,False,,104
trc_002,string,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,74
trc_002,string,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,60
trc_003,matematik,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,63
trc_003,matematik,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,64
trc_004,diziler,qwen2.5:1.5b,tr,3,1,0.3333,1.0,True,1,6,6,False,,106
trc_004,diziler,qwen2.5:1.5b,en,3,2,0.6667,1.0,True,2,6,6,False,,85
trc_005,string,qwen2.5:1.5b,tr,3,2,0.6667,1.0,True,3,6,6,False,,139
trc_005,string,qwen2.5:1.5b,en,3,1,0.3333,1.0,True,3,6,6,False,,61
trc_006,matematik,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,55
trc_006,matematik,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,35
trc_007,diziler,qwen2.5:1.5b,tr,3,2,0.6667,1.0,True,0,6,6,False,runtime_import,93
trc_007,diziler,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,37
trc_008,string,qwen2.5:1.5b,tr,3,1,0.3333,1.0,True,1,6,6,False,,107
trc_008,string,qwen2.5:1.5b,en,3,2,0.6667,1.0,True,5,6,6,False,,54
trc_009,matematik,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,75
trc_009,matematik,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,53
trc_010,mantik,qwen2.5:1.5b,tr,3,2,0.6667,1.0,True,2,6,6,False,,147
trc_010,mantik,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,83
trc_011,mantik,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,4,4,6,True,,72
trc_011,mantik,qwen2.5:1.5b,en,3,2,0.6667,1.0,True,4,6,6,False,,67
trc_012,mantik,qwen2.5:1.5b,tr,3,2,0.6667,1.0,True,4,6,6,False,,131
trc_012,mantik,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,61
trc_013,mantik,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,80
trc_013,mantik,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,80
trc_014,ozyineleme,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,56
trc_014,ozyineleme,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,40
trc_015,ozyineleme,qwen2.5:1.5b,tr,3,2,0.6667,1.0,True,5,6,6,False,,74
trc_015,ozyineleme,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,90
trc_016,ozyineleme,qwen2.5:1.5b,tr,3,1,0.3333,1.0,True,2,6,6,False,,116
trc_016,ozyineleme,qwen2.5:1.5b,en,3,1,0.3333,1.0,True,2,6,6,False,,55
trc_017,ozyineleme,qwen2.5:1.5b,tr,3,2,0.6667,1.0,True,0,6,6,False,syntax,406
trc_017,ozyineleme,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,45
trc_018,sayma,qwen2.5:1.5b,tr,3,2,0.6667,1.0,True,3,6,6,False,,115
trc_018,sayma,qwen2.5:1.5b,en,3,2,0.6667,1.0,True,0,6,6,False,,48
trc_019,sayma,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,0,3,6,False,runtime_import,176
trc_019,sayma,qwen2.5:1.5b,en,3,0,0.0,0.0,True,4,4,6,True,,126
trc_020,sayma,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,167
trc_020,sayma,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,119
trc_021,diziler,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,2,5,6,False,,132
trc_021,diziler,qwen2.5:1.5b,en,3,0,0.0,0.0,True,2,4,6,False,,126
trc_022,diziler,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,2,4,6,False,,176
trc_022,diziler,qwen2.5:1.5b,en,3,0,0.0,0.0,True,2,5,6,False,,83
trc_023,ozyineleme,qwen2.5:1.5b,tr,3,2,0.6667,1.0,True,1,6,6,False,,107
trc_023,ozyineleme,qwen2.5:1.5b,en,3,1,0.3333,1.0,True,1,6,6,False,,69
trc_024,mantik,qwen2.5:1.5b,tr,3,2,0.6667,1.0,True,3,6,6,False,,183
trc_024,mantik,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,94
trc_025,string,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,52
trc_025,string,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,80
trc_026,string,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,121
trc_026,string,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,50
trc_027,string,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,100
trc_027,string,qwen2.5:1.5b,en,3,2,0.6667,1.0,True,5,6,6,False,,138
trc_028,diziler,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,1,5,6,False,,149
trc_028,diziler,qwen2.5:1.5b,en,3,0,0.0,0.0,True,0,5,6,False,eksik_fonksiyon,84
trc_029,string,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,149
trc_029,string,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,50
trc_030,mantik,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,0,0,6,True,runtime_import,164
trc_030,mantik,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,105
trc_031,ozyineleme,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,82
trc_031,ozyineleme,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,31
trc_032,matematik,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,64
trc_032,matematik,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,64
trc_033,diziler,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,1,3,6,False,,150
trc_033,diziler,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,90
trc_034,string,qwen2.5:1.5b,tr,3,2,0.6667,1.0,True,0,6,6,False,syntax,140
trc_034,string,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,32
trc_035,matematik,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,64
trc_035,matematik,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,42
trc_036,diziler,qwen2.5:1.5b,tr,3,2,0.6667,1.0,True,0,6,6,False,runtime_import,132
trc_036,diziler,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,34
trc_037,string,qwen2.5:1.5b,tr,3,1,0.3333,1.0,True,0,6,6,False,syntax,428
trc_037,string,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,67
trc_038,matematik,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,108
trc_038,matematik,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,51
trc_039,mantik,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,2,4,6,False,,77
trc_039,mantik,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,57
trc_040,mantik,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,222
trc_040,mantik,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,65
trc_041,mantik,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,0,0,6,True,,120
trc_041,mantik,qwen2.5:1.5b,en,3,2,0.6667,1.0,True,4,6,6,False,,90
trc_042,ozyineleme,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,2,5,6,False,,82
trc_042,ozyineleme,qwen2.5:1.5b,en,3,1,0.3333,1.0,True,2,6,6,False,,69
trc_043,ozyineleme,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,0,0,6,True,runtime_import,166
trc_043,ozyineleme,qwen2.5:1.5b,en,3,2,0.6667,1.0,True,0,6,6,False,runtime_import,75
trc_044,ozyineleme,qwen2.5:1.5b,tr,3,1,0.3333,1.0,True,2,6,6,False,,184
trc_044,ozyineleme,qwen2.5:1.5b,en,3,1,0.3333,1.0,True,2,6,6,False,,65
trc_045,sayma,qwen2.5:1.5b,tr,3,2,0.6667,1.0,True,2,6,6,False,,109
trc_045,sayma,qwen2.5:1.5b,en,3,2,0.6667,1.0,True,5,6,6,False,,38
trc_046,sayma,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,1,3,6,False,,180
trc_046,sayma,qwen2.5:1.5b,en,3,1,0.3333,1.0,True,3,6,6,False,,115
trc_047,sayma,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,3,4,6,False,,166
trc_047,sayma,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,114
trc_048,matematik,qwen2.5:1.5b,tr,3,2,0.6667,1.0,True,5,6,6,False,,94
trc_048,matematik,qwen2.5:1.5b,en,3,2,0.6667,1.0,True,4,6,6,False,,103
trc_049,diziler,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,1,4,6,False,,151
trc_049,diziler,qwen2.5:1.5b,en,3,0,0.0,0.0,True,3,5,6,False,,94
trc_050,matematik,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,84
trc_050,matematik,qwen2.5:1.5b,en,3,2,0.6667,1.0,True,0,6,6,False,runtime_import,39
trc_051,diziler,qwen2.5:1.5b,tr,3,2,0.6667,1.0,True,1,6,6,False,,157
trc_051,diziler,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,77
trc_052,string,qwen2.5:1.5b,tr,3,1,0.3333,1.0,True,4,6,6,False,,87
trc_052,string,qwen2.5:1.5b,en,3,2,0.6667,1.0,True,5,6,6,False,,49
trc_053,matematik,qwen2.5:1.5b,tr,3,1,0.3333,1.0,True,0,6,6,False,runtime_import,124
trc_053,matematik,qwen2.5:1.5b,en,3,2,0.6667,1.0,True,0,6,6,False,runtime_import,81
trc_054,mantik,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,2,4,6,False,,267
trc_054,mantik,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,105
trc_055,mantik,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,2,2,6,True,,84
trc_055,mantik,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,85
trc_056,mantik,qwen2.5:1.5b,tr,3,3,1.0,1.0,True,6,6,6,True,,93
trc_056,mantik,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,86
trc_057,ozyineleme,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,2,3,6,False,,67
trc_057,ozyineleme,qwen2.5:1.5b,en,3,0,0.0,0.0,True,2,3,6,False,,74
trc_058,ozyineleme,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,0,3,6,False,runtime_import,125
trc_058,ozyineleme,qwen2.5:1.5b,en,3,2,0.6667,1.0,True,0,6,6,False,runtime_import,99
trc_059,ozyineleme,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,2,2,6,True,,244
trc_059,ozyineleme,qwen2.5:1.5b,en,3,1,0.3333,1.0,True,0,6,6,False,eksik_fonksiyon,83
trc_060,sayma,qwen2.5:1.5b,tr,3,1,0.3333,1.0,True,1,6,6,False,,106
trc_060,sayma,qwen2.5:1.5b,en,3,2,0.6667,1.0,True,4,6,6,False,,49
trc_061,sayma,qwen2.5:1.5b,tr,3,0,0.0,0.0,True,1,5,6,False,,105
trc_061,sayma,qwen2.5:1.5b,en,3,0,0.0,0.0,True,4,4,6,True,,119
trc_062,sayma,qwen2.5:1.5b,tr,3,2,0.6667,1.0,True,2,6,6,False,,159
trc_062,sayma,qwen2.5:1.5b,en,3,3,1.0,1.0,True,6,6,6,True,,138
trc_001,diziler,qwen2.5:3b,tr,3,0,0.0,0.0,True,0,0,6,True,syntax,130
trc_001,diziler,qwen2.5:3b,en,3,0,0.0,0.0,True,2,2,6,True,,78
trc_002,string,qwen2.5:3b,tr,3,2,0.6667,1.0,True,0,6,6,False,syntax,53
trc_002,string,qwen2.5:3b,en,3,3,1.0,1.0,True,6,6,6,True,,34
trc_003,matematik,qwen2.5:3b,tr,3,0,0.0,0.0,True,4,4,6,True,,45
trc_003,matematik,qwen2.5:3b,en,3,3,1.0,1.0,True,6,6,6,True,,63
trc_004,diziler,qwen2.5:3b,tr,3,0,0.0,0.0,True,0,5,6,False,eksik_fonksiyon,57
trc_004,diziler,qwen2.5:3b,en,3,3,1.0,1.0,True,6,6,6,True,,70
trc_005,string,qwen2.5:3b,tr,3,3,1.0,1.0,True,6,6,6,True,,31
trc_005,string,qwen2.5:3b,en,3,3,1.0,1.0,True,6,6,6,True,,29
trc_006,matematik,qwen2.5:3b,tr,3,3,1.0,1.0,True,6,6,6,True,,33
trc_006,matematik,qwen2.5:3b,en,3,3,1.0,1.0,True,6,6,6,True,,49
trc_007,diziler,qwen2.5:3b,tr,3,3,1.0,1.0,True,6,6,6,True,,29
trc_007,diziler,qwen2.5:3b,en,3,3,1.0,1.0,True,6,6,6,True,,29
trc_008,string,qwen2.5:3b,tr,3,3,1.0,1.0,True,6,6,6,True,,48
trc_008,string,qwen2.5:3b,en,3,2,0.6667,1.0,True,4,6,6,False,,58
trc_009,matematik,qwen2.5:3b,tr,3,3,1.0,1.0,True,6,6,6,True,,42
trc_009,matematik,qwen2.5:3b,en,3,3,1.0,1.0,True,6,6,6,True,,54
trc_010,mantik,qwen2.5:3b,tr,3,3,1.0,1.0,True,6,6,6,True,,71
trc_010,mantik,qwen2.5:3b,en,3,3,1.0,1.0,True,6,6,6,True,,80
trc_011,mantik,qwen2.5:3b,tr,3,3,1.0,1.0,True,6,6,6,True,,43
trc_011,mantik,qwen2.5:3b,en,3,3,1.0,1.0,True,6,6,6,True,,55
trc_012,mantik,qwen2.5:3b,tr,3,3,1.0,1.0,True,6,6,6,True,,48
